glm::vec3(222.642, 65.7253, 197.313),   glm::vec3(198.486, 182.024, 381.762), 6.15325
glm::vec3(153.346, 70.9915, 178.452),   glm::vec3(91.3066, 254.844, 135.799), 2.43557
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(198.486, 182.024, 381.762), 2.79065
glm::vec3(23.6885, 250.857, 23.0869),   glm::vec3(53.9253, 190.095, 387.916), 5.20502
glm::vec3(122.199, 83.7389, 162.485),   glm::vec3(69.833, 201.968, 196.678), 0.946895
glm::vec3(27.1118, 81.7903, 449.426),   glm::vec3(149.244, 203.655, 410.358), 1.06156
glm::vec3(91.3066, 254.844, 135.799),   glm::vec3(69.833, 201.968, 196.678), 2.17996
glm::vec3(153.346, 70.9915, 178.452),   glm::vec3(55.65, 113.917, 432.068), 3.76713
glm::vec3(222.642, 65.7253, 197.313),   glm::vec3(121.91, 24.556, 450.643), 3.74349
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(173.463, 90.1687, 145.689), 0.0675005
glm::vec3(91.3066, 254.844, 135.799),   glm::vec3(117.638, 72.4698, 156.952), 0.920327
glm::vec3(6.33765, 200.276, 390.582),   glm::vec3(69.6669, 227.804, 222.338), 1.70462
glm::vec3(189.915, 74.7198, 236.119),   glm::vec3(222.642, 65.7253, 197.313), 1.28727
glm::vec3(77.7591, 91.6073, 25.38),   glm::vec3(173.463, 90.1687, 145.689), 1.07767
glm::vec3(198.486, 182.024, 381.762),   glm::vec3(6.33765, 200.276, 390.582), 2.43042
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(172.365, 165.143, 62.0602), 4.69743
glm::vec3(222.642, 65.7253, 197.313),   glm::vec3(121.91, 24.556, 450.643), 1.67725
glm::vec3(121.91, 24.556, 450.643),   glm::vec3(231.057, 188.892, 200.017), 3.51146
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(189.915, 74.7198, 236.119), 2.06932
glm::vec3(204.267, 213.987, 162.689),   glm::vec3(188.312, 195.976, 131.924), 0.0646079
glm::vec3(77.7591, 91.6073, 25.38),   glm::vec3(172.365, 165.143, 62.0602), 2.87986
glm::vec3(172.365, 165.143, 62.0602),   glm::vec3(171.664, 80.8987, 341.541), 5.85634
glm::vec3(251.82, 72.4938, 304.411),   glm::vec3(55.65, 113.917, 432.068), 6.9653
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(121.91, 24.556, 450.643), 0.331804
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(14.5514, 226.497, 179.626), 4.95745
glm::vec3(149.244, 203.655, 410.358),   glm::vec3(187.733, 122.398, 281.95), 0.436822
glm::vec3(251.82, 72.4938, 304.411),   glm::vec3(77.7591, 91.6073, 25.38), 5.34763
glm::vec3(117.638, 72.4698, 156.952),   glm::vec3(188.312, 195.976, 131.924), 1.80915
glm::vec3(117.638, 72.4698, 156.952),   glm::vec3(69.833, 201.968, 196.678), 1.33598
glm::vec3(188.312, 195.976, 131.924),   glm::vec3(14.5514, 226.497, 179.626), 5.34135
glm::vec3(61.8618, 199.153, 275.817),   glm::vec3(173.463, 90.1687, 145.689), 5.69888
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(125.752, 58.5111, 98.2787), 2.67074
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(198.486, 182.024, 381.762), 3.08979
glm::vec3(222.642, 65.7253, 197.313),   glm::vec3(77.7591, 91.6073, 25.38), 4.77077
glm::vec3(187.733, 122.398, 281.95),   glm::vec3(121.91, 24.556, 450.643), 2.86301
glm::vec3(189.915, 74.7198, 236.119),   glm::vec3(89.7916, 140.106, 497.582), 8.30376
glm::vec3(122.199, 83.7389, 162.485),   glm::vec3(187.733, 122.398, 281.95), 0.735676
glm::vec3(251.82, 72.4938, 304.411),   glm::vec3(231.057, 188.892, 200.017), 1.00237
glm::vec3(27.1118, 81.7903, 449.426),   glm::vec3(27.1118, 81.7903, 449.426), 0
glm::vec3(188.312, 195.976, 131.924),   glm::vec3(69.6669, 227.804, 222.338), 4.15612
glm::vec3(231.057, 188.892, 200.017),   glm::vec3(240.117, 92.3662, 179.167), 2.32821
glm::vec3(122.199, 83.7389, 162.485),   glm::vec3(53.9253, 190.095, 387.916), 2.65316
glm::vec3(125.752, 58.5111, 98.2787),   glm::vec3(172.365, 165.143, 62.0602), 1.30065
glm::vec3(222.642, 65.7253, 197.313),   glm::vec3(109.578, 33.7373, 267.997), 3.99285
glm::vec3(204.267, 213.987, 162.689),   glm::vec3(153.346, 70.9915, 178.452), 3.0451
glm::vec3(125.752, 58.5111, 98.2787),   glm::vec3(240.117, 92.3662, 179.167), 3.94688
glm::vec3(91.3066, 254.844, 135.799),   glm::vec3(122.199, 83.7389, 162.485), 1.93696
glm::vec3(189.915, 74.7198, 236.119),   glm::vec3(240.117, 92.3662, 179.167), 2.18548
glm::vec3(188.312, 195.976, 131.924),   glm::vec3(91.3066, 254.844, 135.799), 2.03948
glm::vec3(230.687, 171.576, 448.266),   glm::vec3(149.244, 203.655, 410.358), 1.71215
glm::vec3(117.638, 72.4698, 156.952),   glm::vec3(61.8618, 199.153, 275.817), 0.380382
glm::vec3(69.833, 201.968, 196.678),   glm::vec3(149.244, 203.655, 410.358), 2.65654
glm::vec3(23.6885, 250.857, 23.0869),   glm::vec3(77.7591, 91.6073, 25.38), 0.21557
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(6.33765, 200.276, 390.582), 8.05934
glm::vec3(153.346, 70.9915, 178.452),   glm::vec3(91.3066, 254.844, 135.799), 2.03198
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(171.664, 80.8987, 341.541), 0.287778
glm::vec3(187.733, 122.398, 281.95),   glm::vec3(55.65, 113.917, 432.068), 3.32403
glm::vec3(27.1118, 81.7903, 449.426),   glm::vec3(117.638, 72.4698, 156.952), 2.61906
glm::vec3(149.244, 203.655, 410.358),   glm::vec3(204.267, 213.987, 162.689), 1.33089
glm::vec3(61.8618, 199.153, 275.817),   glm::vec3(149.244, 203.655, 410.358), 3.13529
glm::vec3(173.463, 90.1687, 145.689),   glm::vec3(77.7591, 91.6073, 25.38), 3.26926
glm::vec3(125.752, 58.5111, 98.2787),   glm::vec3(251.82, 72.4938, 304.411), 6.39251
glm::vec3(187.733, 122.398, 281.95),   glm::vec3(23.6885, 250.857, 23.0869), 3.77096
glm::vec3(69.833, 201.968, 196.678),   glm::vec3(91.3066, 254.844, 135.799), 2.12466
glm::vec3(6.33765, 200.276, 390.582),   glm::vec3(222.642, 65.7253, 197.313), 5.3014
glm::vec3(187.733, 122.398, 281.95),   glm::vec3(171.664, 80.8987, 341.541), 2.04864
glm::vec3(222.642, 65.7253, 197.313),   glm::vec3(251.82, 72.4938, 304.411), 0.216138
glm::vec3(149.244, 203.655, 410.358),   glm::vec3(171.664, 80.8987, 341.541), 1.4592
glm::vec3(187.733, 122.398, 281.95),   glm::vec3(77.7591, 91.6073, 25.38), 7.31444
glm::vec3(121.91, 24.556, 450.643),   glm::vec3(240.117, 92.3662, 179.167), 4.68708
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(189.915, 74.7198, 236.119), 2.23308
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(14.5514, 226.497, 179.626), 6.1338
glm::vec3(69.833, 201.968, 196.678),   glm::vec3(222.642, 65.7253, 197.313), 5.77457
glm::vec3(117.638, 72.4698, 156.952),   glm::vec3(188.312, 195.976, 131.924), 4.15924
glm::vec3(125.752, 58.5111, 98.2787),   glm::vec3(173.463, 90.1687, 145.689), 0.803943
glm::vec3(231.057, 188.892, 200.017),   glm::vec3(187.733, 122.398, 281.95), 3.23685
glm::vec3(6.33765, 200.276, 390.582),   glm::vec3(69.6669, 227.804, 222.338), 3.96166
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(125.752, 58.5111, 98.2787), 1.10908
glm::vec3(14.5514, 226.497, 179.626),   glm::vec3(61.8618, 199.153, 275.817), 0.998088
glm::vec3(125.752, 58.5111, 98.2787),   glm::vec3(222.642, 65.7253, 197.313), 3.15136
glm::vec3(230.687, 171.576, 448.266),   glm::vec3(187.733, 122.398, 281.95), 1.99101
glm::vec3(188.312, 195.976, 131.924),   glm::vec3(23.6885, 250.857, 23.0869), 5.04781
glm::vec3(251.82, 72.4938, 304.411),   glm::vec3(149.244, 203.655, 410.358), 0.59428
glm::vec3(230.687, 171.576, 448.266),   glm::vec3(198.486, 182.024, 381.762), 1.02791
glm::vec3(198.486, 182.024, 381.762),   glm::vec3(153.346, 70.9915, 178.452), 5.86005
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(91.3066, 254.844, 135.799), 3.49865
glm::vec3(231.057, 188.892, 200.017),   glm::vec3(231.057, 188.892, 200.017), 0
glm::vec3(125.752, 58.5111, 98.2787),   glm::vec3(189.915, 74.7198, 236.119), 3.62299
glm::vec3(187.733, 122.398, 281.95),   glm::vec3(198.486, 182.024, 381.762), 2.40158
glm::vec3(89.7916, 140.106, 497.582),   glm::vec3(69.833, 201.968, 196.678), 3.8344
glm::vec3(171.664, 80.8987, 341.541),   glm::vec3(125.752, 58.5111, 98.2787), 0.566682
glm::vec3(6.33765, 200.276, 390.582),   glm::vec3(125.752, 58.5111, 98.2787), 7.23066
glm::vec3(172.365, 165.143, 62.0602),   glm::vec3(14.5514, 226.497, 179.626), 0.796477
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(53.9253, 190.095, 387.916), 2.9598
glm::vec3(125.752, 58.5111, 98.2787),   glm::vec3(121.91, 24.556, 450.643), 0.808487
glm::vec3(117.638, 72.4698, 156.952),   glm::vec3(222.642, 65.7253, 197.313), 1.99942
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(23.6885, 250.857, 23.0869), 5.37004
glm::vec3(14.5514, 226.497, 179.626),   glm::vec3(231.057, 188.892, 200.017), 2.76299
glm::vec3(89.7916, 140.106, 497.582),   glm::vec3(61.8618, 199.153, 275.817), 6.19727
glm::vec3(117.638, 72.4698, 156.952),   glm::vec3(69.6669, 227.804, 222.338), 4.19751
glm::vec3(61.8618, 199.153, 275.817),   glm::vec3(14.5514, 226.497, 179.626), 0.19972
glm::vec3(23.6885, 250.857, 23.0869),   glm::vec3(204.267, 213.987, 162.689), 2.26325
glm::vec3(91.3066, 254.844, 135.799),   glm::vec3(89.7916, 140.106, 497.582), 3.32274
glm::vec3(14.5514, 226.497, 179.626),   glm::vec3(172.365, 165.143, 62.0602), 1.02879
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(122.199, 83.7389, 162.485), 1.45548
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(171.664, 80.8987, 341.541), 4.44646
glm::vec3(89.7916, 140.106, 497.582),   glm::vec3(69.6669, 227.804, 222.338), 7.51898
glm::vec3(188.312, 195.976, 131.924),   glm::vec3(198.486, 182.024, 381.762), 0.623786
glm::vec3(6.33765, 200.276, 390.582),   glm::vec3(240.117, 92.3662, 179.167), 2.60031
glm::vec3(188.312, 195.976, 131.924),   glm::vec3(69.6669, 227.804, 222.338), 2.89687
glm::vec3(23.6885, 250.857, 23.0869),   glm::vec3(230.687, 171.576, 448.266), 11.2361
glm::vec3(77.7591, 91.6073, 25.38),   glm::vec3(69.6669, 227.804, 222.338), 6.22725
glm::vec3(189.915, 74.7198, 236.119),   glm::vec3(187.733, 122.398, 281.95), 0.164317
glm::vec3(189.915, 74.7198, 236.119),   glm::vec3(14.5514, 226.497, 179.626), 3.53712
glm::vec3(187.733, 122.398, 281.95),   glm::vec3(222.642, 65.7253, 197.313), 0.140625
glm::vec3(171.664, 80.8987, 341.541),   glm::vec3(198.486, 182.024, 381.762), 0.824892
glm::vec3(53.9253, 190.095, 387.916),   glm::vec3(189.915, 74.7198, 236.119), 4.81486
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(69.6669, 227.804, 222.338), 5.9439
glm::vec3(69.6669, 227.804, 222.338),   glm::vec3(89.7916, 140.106, 497.582), 7.0118
glm::vec3(251.82, 72.4938, 304.411),   glm::vec3(189.915, 74.7198, 236.119), 0.147735
glm::vec3(55.65, 113.917, 432.068),   glm::vec3(14.5514, 226.497, 179.626), 3.66731
glm::vec3(109.578, 33.7373, 267.997),   glm::vec3(122.199, 83.7389, 162.485), 1.46183
glm::vec3(240.117, 92.3662, 179.167),   glm::vec3(198.486, 182.024, 381.762), 0.291751
glm::vec3(61.8618, 199.153, 275.817),   glm::vec3(230.687, 171.576, 448.266), 6.40079
glm::vec3(121.91, 24.556, 450.643),   glm::vec3(172.365, 165.143, 62.0602), 7.22966
glm::vec3(89.7916, 140.106, 497.582),   glm::vec3(222.642, 65.7253, 197.313), 5.13681
glm::vec3(55.65, 113.917, 432.068),   glm::vec3(187.733, 122.398, 281.95), 3.55498
glm::vec3(173.463, 90.1687, 145.689),   glm::vec3(222.642, 65.7253, 197.313), 0.990692
glm::vec3(189.915, 74.7198, 236.119),   glm::vec3(77.7591, 91.6073, 25.38), 3.2727
